Date,Focal_uniqueID,Filename,Male,DOB,Rank,Group,Observer,Focal_time_begin,Focal_time_end,Focal_duration,Focal_behav_time_begin,UW_behav,Seasonality,Age
2023-06-20,2023-06-20_RM_CMS-16,2023-06-20_RM_CMS_Clean.xlsx,FI,2014-08-25,sub,RM,CMS,10:09:51,10:20:10,0:10:19,10:13:24,NA,2.9,8.8
2023-06-20,2023-06-20_RM_CMS-17,2023-06-20_RM_CMS_Clean.xlsx,KO,2009-01-01,alpha,RM,CMS,10:20:25,10:30:43,0:10:18,10:29:05,UW,2.9,14.5
2023-06-20,2023-06-20_RM_CMS-17,2023-06-20_RM_CMS_Clean.xlsx,KO,2009-01-01,alpha,RM,CMS,10:20:25,10:30:43,0:10:18,10:28:23,NA,2.9,14.5
2023-06-20,2023-06-20_RM_CMS-17,2023-06-20_RM_CMS_Clean.xlsx,KO,2009-01-01,alpha,RM,CMS,10:20:25,10:30:43,0:10:18,10:22:43,NA,2.9,14.5
2023-06-20,2023-06-20_RM_CMS-18,2023-06-20_RM_CMS_Clean.xlsx,HE,2014-04-28,sub,RM,CMS,10:31:21,10:41:32,0:10:11,NA,NA,2.9,9.1
2023-06-20,2023-06-20_RM_CMS-19,2023-06-20_RM_CMS_Clean.xlsx,CZ,2006-01-01,sub,RM,CMS,10:42:43,10:53:01,0:10:18,10:51:23,NA,2.9,17.5
2023-06-20,2023-06-20_RM_CMS-19,2023-06-20_RM_CMS_Clean.xlsx,CZ,2006-01-01,sub,RM,CMS,10:42:43,10:53:01,0:10:18,10:45:14,NA,2.9,17.5
2023-06-20,2023-06-20_RM_CMS-2,2023-06-20_RM_CMS_Clean.xlsx,FI,2014-08-25,sub,RM,CMS,6:33:50,6:44:10,0:10:20,NA,NA,2.9,8.8
2023-06-20,2023-06-20_RM_CMS-20,2023-06-20_RM_CMS_Clean.xlsx,LO,2011-01-01,sub,RM,CMS,10:54:02,11:04:21,0:10:19,10:59:45,NA,2.9,12.5
2023-06-20,2023-06-20_RM_CMS-20,2023-06-20_RM_CMS_Clean.xlsx,LO,2011-01-01,sub,RM,CMS,10:54:02,11:04:21,0:10:19,10:54:24,NA,2.9,12.5
2023-06-20,2023-06-20_RM_CMS-20,2023-06-20_RM_CMS_Clean.xlsx,LO,2011-01-01,sub,RM,CMS,10:54:02,11:04:21,0:10:19,10:54:04,NA,2.9,12.5
2023-06-20,2023-06-20_RM_CMS-20,2023-06-20_RM_CMS_Clean.xlsx,LO,2011-01-01,sub,RM,CMS,10:54:02,11:04:21,0:10:19,10:56:42,NA,2.9,12.5
2023-06-20,2023-06-20_RM_CMS-20,2023-06-20_RM_CMS_Clean.xlsx,LO,2011-01-01,sub,RM,CMS,10:54:02,11:04:21,0:10:19,10:58:48,UW,2.9,12.5
2023-06-20,2023-06-20_RM_CMS-20,2023-06-20_RM_CMS_Clean.xlsx,LO,2011-01-01,sub,RM,CMS,10:54:02,11:04:21,0:10:19,10:58:25,NA,2.9,12.5
2023-06-20,2023-06-20_RM_CMS-20,2023-06-20_RM_CMS_Clean.xlsx,LO,2011-01-01,sub,RM,CMS,10:54:02,11:04:21,0:10:19,10:58:33,NA,2.9,12.5
2023-06-20,2023-06-20_RM_CMS-20,2023-06-20_RM_CMS_Clean.xlsx,LO,2011-01-01,sub,RM,CMS,10:54:02,11:04:21,0:10:19,11:02:14,NA,2.9,12.5
2023-06-20,2023-06-20_RM_CMS-20,2023-06-20_RM_CMS_Clean.xlsx,LO,2011-01-01,sub,RM,CMS,10:54:02,11:04:21,0:10:19,11:01:59,NA,2.9,12.5
2023-06-20,2023-06-20_RM_CMS-20,2023-06-20_RM_CMS_Clean.xlsx,LO,2011-01-01,sub,RM,CMS,10:54:02,11:04:21,0:10:19,10:56:23,NA,2.9,12.5
2023-06-20,2023-06-20_RM_CMS-20,2023-06-20_RM_CMS_Clean.xlsx,LO,2011-01-01,sub,RM,CMS,10:54:02,11:04:21,0:10:19,10:55:44,NA,2.9,12.5
2023-06-20,2023-06-20_RM_CMS-20,2023-06-20_RM_CMS_Clean.xlsx,LO,2011-01-01,sub,RM,CMS,10:54:02,11:04:21,0:10:19,10:57:46,NA,2.9,12.5
2023-06-20,2023-06-20_RM_CMS-20,2023-06-20_RM_CMS_Clean.xlsx,LO,2011-01-01,sub,RM,CMS,10:54:02,11:04:21,0:10:19,10:55:58,NA,2.9,12.5
2023-06-20,2023-06-20_RM_CMS-21,2023-06-20_RM_CMS_Clean.xlsx,FI,2014-08-25,sub,RM,CMS,11:05:40,11:15:58,0:10:18,11:09:29,NA,2.9,8.8
2023-06-20,2023-06-20_RM_CMS-3,2023-06-20_RM_CMS_Clean.xlsx,LO,2011-01-01,sub,RM,CMS,6:55:04,7:05:23,0:10:19,NA,NA,2.9,12.5
2023-06-20,2023-06-20_RM_CMS-4,2023-06-20_RM_CMS_Clean.xlsx,HE,2014-04-28,sub,RM,CMS,7:09:54,7:20:10,0:10:16,7:19:11,NA,2.9,9.1
2023-06-20,2023-06-20_RM_CMS-4,2023-06-20_RM_CMS_Clean.xlsx,HE,2014-04-28,sub,RM,CMS,7:09:54,7:20:10,0:10:16,7:19:43,NA,2.9,9.1
2023-06-20,2023-06-20_RM_CMS-4,2023-06-20_RM_CMS_Clean.xlsx,HE,2014-04-28,sub,RM,CMS,7:09:54,7:20:10,0:10:16,7:12:53,NA,2.9,9.1
2023-06-20,2023-06-20_RM_CMS-6,2023-06-20_RM_CMS_Clean.xlsx,CZ,2006-01-01,sub,RM,CMS,7:56:55,8:07:16,0:10:21,NA,NA,2.9,17.5
2023-06-20,2023-06-20_RM_CMS-7,2023-06-20_RM_CMS_Clean.xlsx,LO,2011-01-01,sub,RM,CMS,8:08:09,8:18:23,0:10:14,8:10:09,NA,2.9,12.5
2023-06-20,2023-06-20_RM_CMS-7,2023-06-20_RM_CMS_Clean.xlsx,LO,2011-01-01,sub,RM,CMS,8:08:09,8:18:23,0:10:14,8:10:27,NA,2.9,12.5
2023-06-20,2023-06-20_RM_CMS-7,2023-06-20_RM_CMS_Clean.xlsx,LO,2011-01-01,sub,RM,CMS,8:08:09,8:18:23,0:10:14,8:16:02,NA,2.9,12.5
2023-06-20,2023-06-20_RM_CMS-7,2023-06-20_RM_CMS_Clean.xlsx,LO,2011-01-01,sub,RM,CMS,8:08:09,8:18:23,0:10:14,8:14:04,NA,2.9,12.5
2023-06-20,2023-06-20_RM_CMS-7,2023-06-20_RM_CMS_Clean.xlsx,LO,2011-01-01,sub,RM,CMS,8:08:09,8:18:23,0:10:14,8:10:17,NA,2.9,12.5
2023-06-20,2023-06-20_RM_CMS-8,2023-06-20_RM_CMS_Clean.xlsx,CZ,2006-01-01,sub,RM,CMS,8:18:39,8:28:57,0:10:18,NA,NA,2.9,17.5
2023-06-20,2023-06-20_RM_CMS-9,2023-06-20_RM_CMS_Clean.xlsx,FI,2014-08-25,sub,RM,CMS,8:38:52,8:49:18,0:10:26,8:38:56,NA,2.9,8.8
2023-06-21,2023-06-21_RM_RSB-1,2023-06-21_RM_RSB_Clean.xlsx,LO,2011-01-01,sub,RM,RSB,11:31:31,11:41:45,0:10:14,NA,NA,2.92,12.5
2023-06-21,2023-06-21_RM_RSB-2,2023-06-21_RM_RSB_Clean.xlsx,KO,2009-01-01,alpha,RM,RSB,11:49:53,12:00:02,0:10:09,NA,NA,2.92,14.5
2023-06-21,2023-06-21_RM_RSB-3,2023-06-21_RM_RSB_Clean.xlsx,CZ,2006-01-01,sub,RM,RSB,12:01:51,12:12:05,0:10:14,NA,NA,2.92,17.5
2023-06-21,2023-06-21_RM_RSB-4,2023-06-21_RM_RSB_Clean.xlsx,HE,2014-04-28,sub,RM,RSB,12:12:49,12:23:08,0:10:19,NA,NA,2.92,9.1
2023-06-21,2023-06-21_RM_RSB-5,2023-06-21_RM_RSB_Clean.xlsx,FI,2014-08-25,sub,RM,RSB,12:23:48,12:34:01,0:10:13,NA,NA,2.92,8.8
2023-06-21,2023-06-21_RM_RSB-6,2023-06-21_RM_RSB_Clean.xlsx,CZ,2006-01-01,sub,RM,RSB,12:34:50,12:45:10,0:10:20,12:38:19,NA,2.92,17.5
2023-06-21,2023-06-21_RM_RSB-7,2023-06-21_RM_RSB_Clean.xlsx,HE,2014-04-28,sub,RM,RSB,12:46:34,12:56:46,0:10:12,12:49:53,NA,2.92,9.1
2023-06-21,2023-06-21_RM_RSB-7,2023-06-21_RM_RSB_Clean.xlsx,HE,2014-04-28,sub,RM,RSB,12:46:34,12:56:46,0:10:12,12:55:49,NA,2.92,9.1
2023-06-21,2023-06-21_RM_RSB-7,2023-06-21_RM_RSB_Clean.xlsx,HE,2014-04-28,sub,RM,RSB,12:46:34,12:56:46,0:10:12,12:46:36,NA,2.92,9.1
2023-06-21,2023-06-21_RM_RSB-7,2023-06-21_RM_RSB_Clean.xlsx,HE,2014-04-28,sub,RM,RSB,12:46:34,12:56:46,0:10:12,12:50:15,NA,2.92,9.1
2023-06-21,2023-06-21_RM_RSB-8,2023-06-21_RM_RSB_Clean.xlsx,KO,2009-01-01,alpha,RM,RSB,12:57:44,13:07:59,0:10:15,13:02:32,UW,2.92,14.5
2023-06-21,2023-06-21_RM_RSB-8,2023-06-21_RM_RSB_Clean.xlsx,KO,2009-01-01,alpha,RM,RSB,12:57:44,13:07:59,0:10:15,13:04:50,NA,2.92,14.5
2023-06-21,2023-06-21_RM_SRM-2,2023-06-21_RM_SRM_Clean.xlsx,LO,2011-01-01,sub,RM,SRM,6:44:44,6:54:59,0:10:15,NA,NA,2.92,12.5
2023-06-21,2023-06-21_RM_SRM-3,2023-06-21_RM_SRM_Clean.xlsx,KO,2009-01-01,alpha,RM,SRM,7:01:24,7:11:38,0:10:14,7:08:54,NA,2.92,14.5
2023-06-21,2023-06-21_RM_SRM-3,2023-06-21_RM_SRM_Clean.xlsx,KO,2009-01-01,alpha,RM,SRM,7:01:24,7:11:38,0:10:14,7:06:06,UW,2.92,14.5
2023-06-21,2023-06-21_RM_SRM-4,2023-06-21_RM_SRM_Clean.xlsx,CZ,2006-01-01,sub,RM,SRM,7:56:27,8:06:35,0:10:08,7:57:49,NA,2.92,17.5
2023-06-21,2023-06-21_RM_SRM-5,2023-06-21_RM_SRM_Clean.xlsx,FI,2014-08-25,sub,RM,SRM,8:09:22,8:19:32,0:10:10,8:11:42,NA,2.92,8.8
2023-06-21,2023-06-21_RM_SRM-5,2023-06-21_RM_SRM_Clean.xlsx,FI,2014-08-25,sub,RM,SRM,8:09:22,8:19:32,0:10:10,8:15:28,NA,2.92,8.8
2023-06-21,2023-06-21_RM_SRM-6,2023-06-21_RM_SRM_Clean.xlsx,HE,2014-04-28,sub,RM,SRM,8:23:25,8:33:41,0:10:16,8:24:57,NA,2.92,9.1
2023-06-22,2023-06-22_AD_CMS-1,2023-06-22_AD_CMS_Clean.xlsx,CG,2011-05-24,sub,AD,CMS,10:34:20,10:44:41,0:10:21,NA,NA,3.43,12.1
2023-06-22,2023-06-22_AD_CMS-2,2023-06-22_AD_CMS_Clean.xlsx,BD,2010-08-20,alpha,AD,CMS,10:49:10,10:59:30,0:10:20,10:54:37,NA,3.43,12.8
2023-06-22,2023-06-22_AD_CMS-2,2023-06-22_AD_CMS_Clean.xlsx,BD,2010-08-20,alpha,AD,CMS,10:49:10,10:59:30,0:10:20,10:50:44,NA,3.43,12.8
2023-06-22,2023-06-22_AD_CMS-3,2023-06-22_AD_CMS_Clean.xlsx,KN,2009-01-01,sub,AD,CMS,11:00:32,11:10:59,0:10:27,11:03:50,NA,3.43,14.5
2023-06-22,2023-06-22_AD_CMS-4,2023-06-22_AD_CMS_Clean.xlsx,WE,2013-11-01,sub,AD,CMS,11:12:07,11:22:34,0:10:27,11:18:37,NA,3.43,9.6
2023-06-22,2023-06-22_AD_CMS-4,2023-06-22_AD_CMS_Clean.xlsx,WE,2013-11-01,sub,AD,CMS,11:12:07,11:22:34,0:10:27,11:18:43,NA,3.43,9.6
2023-06-22,2023-06-22_AD_RSB-1,2023-06-22_AD_RSB_Clean.xlsx,BD,2010-08-20,alpha,AD,RSB,7:59:56,8:10:26,0:10:30,8:09:22,NA,3.43,12.8
2023-06-22,2023-06-22_AD_RSB-2,2023-06-22_AD_RSB_Clean.xlsx,WE,2013-11-01,sub,AD,RSB,8:22:23,8:34:57,0:12:34,8:31:16,NA,3.43,9.6
2023-06-22,2023-06-22_AD_RSB-2,2023-06-22_AD_RSB_Clean.xlsx,WE,2013-11-01,sub,AD,RSB,8:22:23,8:34:57,0:12:34,8:31:05,NA,3.43,9.6
2023-06-22,2023-06-22_AD_RSB-3,2023-06-22_AD_RSB_Clean.xlsx,CG,2011-05-24,sub,AD,RSB,9:06:06,9:16:13,0:10:07,NA,NA,3.43,12.1
2023-06-22,2023-06-22_AD_RSB-4,2023-06-22_AD_RSB_Clean.xlsx,KN,2009-01-01,sub,AD,RSB,9:17:37,9:28:13,0:10:36,9:24:05,NA,3.43,14.5
2023-06-22,2023-06-22_AD_RSB-4,2023-06-22_AD_RSB_Clean.xlsx,KN,2009-01-01,sub,AD,RSB,9:17:37,9:28:13,0:10:36,9:18:33,NA,3.43,14.5
2023-06-22,2023-06-22_AD_RSB-4,2023-06-22_AD_RSB_Clean.xlsx,KN,2009-01-01,sub,AD,RSB,9:17:37,9:28:13,0:10:36,9:18:55,NA,3.43,14.5
2023-06-22,2023-06-22_AD_RSB-4,2023-06-22_AD_RSB_Clean.xlsx,KN,2009-01-01,sub,AD,RSB,9:17:37,9:28:13,0:10:36,9:19:12,NA,3.43,14.5
2023-06-22,2023-06-22_AD_RSB-6,2023-06-22_AD_RSB_Clean.xlsx,WE,2013-11-01,sub,AD,RSB,9:33:08,9:43:26,0:10:18,9:39:19,NA,3.43,9.6
2023-06-22,2023-06-22_AD_RSB-6,2023-06-22_AD_RSB_Clean.xlsx,WE,2013-11-01,sub,AD,RSB,9:33:08,9:43:26,0:10:18,9:33:51,NA,3.43,9.6
2023-06-22,2023-06-22_AD_RSB-6,2023-06-22_AD_RSB_Clean.xlsx,WE,2013-11-01,sub,AD,RSB,9:33:08,9:43:26,0:10:18,9:43:02,NA,3.43,9.6
2023-06-22,2023-06-22_AD_RSB-6,2023-06-22_AD_RSB_Clean.xlsx,WE,2013-11-01,sub,AD,RSB,9:33:08,9:43:26,0:10:18,9:40:15,NA,3.43,9.6
2023-06-22,2023-06-22_AD_RSB-6,2023-06-22_AD_RSB_Clean.xlsx,WE,2013-11-01,sub,AD,RSB,9:33:08,9:43:26,0:10:18,9:39:27,NA,3.43,9.6
2023-06-22,2023-06-22_AD_RSB-7,2023-06-22_AD_RSB_Clean.xlsx,CG,2011-05-24,sub,AD,RSB,9:45:55,9:56:09,0:10:14,NA,NA,3.43,12.1
2023-06-22,2023-06-22_AD_RSB-8,2023-06-22_AD_RSB_Clean.xlsx,BD,2010-08-20,alpha,AD,RSB,9:58:01,10:08:09,0:10:08,NA,NA,3.43,12.8
2023-06-22,2023-06-22_AD_RSB-9,2023-06-22_AD_RSB_Clean.xlsx,KN,2009-01-01,sub,AD,RSB,10:22:59,10:32:48,0:09:49,10:25:10,NA,3.43,14.5
2023-06-22,2023-06-22_AD_WTA-1,2023-06-22_AD_WTA_Clean.xlsx,KN,2009-01-01,sub,AD,WTA,6:23:13,6:33:31,0:10:18,6:24:15,NA,3.43,14.5
2023-06-22,2023-06-22_AD_WTA-3,2023-06-22_AD_WTA_Clean.xlsx,BD,2010-08-20,alpha,AD,WTA,7:12:00,7:22:32,0:10:32,NA,NA,3.43,12.8
2023-06-22,2023-06-22_AD_WTA-4,2023-06-22_AD_WTA_Clean.xlsx,WE,2013-11-01,sub,AD,WTA,7:35:07,7:45:30,0:10:23,7:36:14,NA,3.43,9.6
2023-06-22,2023-06-22_AD_WTA-5,2023-06-22_AD_WTA_Clean.xlsx,CG,2011-05-24,sub,AD,WTA,9:28:21,9:38:28,0:10:07,9:34:33,NA,3.43,12.1
2023-06-22,2023-06-22_AD_WTA-5,2023-06-22_AD_WTA_Clean.xlsx,CG,2011-05-24,sub,AD,WTA,9:28:21,9:38:28,0:10:07,9:37:18,NA,3.43,12.1
2023-06-22,2023-06-22_AD_WTA-5,2023-06-22_AD_WTA_Clean.xlsx,CG,2011-05-24,sub,AD,WTA,9:28:21,9:38:28,0:10:07,9:32:35,NA,3.43,12.1
2023-06-22,2023-06-22_AD_WTA-7,2023-06-22_AD_WTA_Clean.xlsx,CG,2011-05-24,sub,AD,WTA,10:02:27,10:11:08,0:08:41,10:04:21,NA,3.43,12.1
2023-06-22,2023-06-22_AD_WTA-7,2023-06-22_AD_WTA_Clean.xlsx,CG,2011-05-24,sub,AD,WTA,10:02:27,10:11:08,0:08:41,10:04:35,NA,3.43,12.1
2023-06-22,2023-06-22_AD_WTA-8,2023-06-22_AD_WTA_Clean.xlsx,BD,2010-08-20,alpha,AD,WTA,10:18:48,10:24:09,0:05:21,10:21:10,NA,3.43,12.8
2023-06-22,2023-06-22_AD_WTA-8,2023-06-22_AD_WTA_Clean.xlsx,BD,2010-08-20,alpha,AD,WTA,10:18:48,10:24:09,0:05:21,10:21:24,NA,3.43,12.8
2023-06-22,2023-06-22_AD_WTA-8,2023-06-22_AD_WTA_Clean.xlsx,BD,2010-08-20,alpha,AD,WTA,10:18:48,10:24:09,0:05:21,10:20:37,NA,3.43,12.8
2023-06-22,2023-06-22_AD_WTA-8,2023-06-22_AD_WTA_Clean.xlsx,BD,2010-08-20,alpha,AD,WTA,10:18:48,10:24:09,0:05:21,10:23:17,NA,3.43,12.8
2023-06-22,2023-06-22_AD_WTA-9,2023-06-22_AD_WTA_Clean.xlsx,KN,2009-01-01,sub,AD,WTA,10:42:47,10:52:21,0:09:34,NA,NA,3.43,14.5
2023-06-23,2023-06-23_AD_CMS-1,2023-06-23_AD_CMS_Clean.xlsx,BD,2010-08-20,alpha,AD,CMS,12:40:11,12:50:33,0:10:22,NA,NA,3.43,12.8
2023-06-23,2023-06-23_AD_CMS-2,2023-06-23_AD_CMS_Clean.xlsx,CG,2011-05-24,sub,AD,CMS,13:02:06,13:12:25,0:10:19,13:03:05,NA,3.43,12.1
2023-06-23,2023-06-23_AD_CMS-3,2023-06-23_AD_CMS_Clean.xlsx,KN,2009-01-01,sub,AD,CMS,13:13:25,13:23:59,0:10:34,13:16:49,NA,3.43,14.5
2023-06-23,2023-06-23_AD_CMS-4,2023-06-23_AD_CMS_Clean.xlsx,WE,2013-11-01,sub,AD,CMS,14:46:08,14:56:37,0:10:29,14:54:48,NA,3.43,9.6
2023-06-23,2023-06-23_AD_CMS-4,2023-06-23_AD_CMS_Clean.xlsx,WE,2013-11-01,sub,AD,CMS,14:46:08,14:56:37,0:10:29,14:50:46,NA,3.43,9.6
2023-06-23,2023-06-23_AD_CMS-4,2023-06-23_AD_CMS_Clean.xlsx,WE,2013-11-01,sub,AD,CMS,14:46:08,14:56:37,0:10:29,14:50:18,NA,3.43,9.6
2023-06-23,2023-06-23_AD_CMS-4,2023-06-23_AD_CMS_Clean.xlsx,WE,2013-11-01,sub,AD,CMS,14:46:08,14:56:37,0:10:29,14:52:18,NA,3.43,9.6
2023-06-23,2023-06-23_AD_CMS-5,2023-06-23_AD_CMS_Clean.xlsx,BD,2010-08-20,alpha,AD,CMS,15:32:06,15:42:25,0:10:19,15:37:58,NA,3.43,12.8
2023-06-23,2023-06-23_AD_CMS-5,2023-06-23_AD_CMS_Clean.xlsx,BD,2010-08-20,alpha,AD,CMS,15:32:06,15:42:25,0:10:19,15:38:01,NA,3.43,12.8
2023-06-23,2023-06-23_AD_CMS-6,2023-06-23_AD_CMS_Clean.xlsx,KN,2009-01-01,sub,AD,CMS,15:45:37,15:55:58,0:10:21,15:52:37,NA,3.43,14.5
2023-06-23,2023-06-23_AD_CMS-6,2023-06-23_AD_CMS_Clean.xlsx,KN,2009-01-01,sub,AD,CMS,15:45:37,15:55:58,0:10:21,15:50:02,NA,3.43,14.5
2023-06-23,2023-06-23_AD_CMS-6,2023-06-23_AD_CMS_Clean.xlsx,KN,2009-01-01,sub,AD,CMS,15:45:37,15:55:58,0:10:21,15:52:41,NA,3.43,14.5
2023-06-23,2023-06-23_AD_CMS-7,2023-06-23_AD_CMS_Clean.xlsx,WE,2013-11-01,sub,AD,CMS,15:57:56,16:08:14,0:10:18,16:04:00,NA,3.43,9.6
2023-06-23,2023-06-23_AD_CMS-8,2023-06-23_AD_CMS_Clean.xlsx,CG,2011-05-24,sub,AD,CMS,16:25:33,16:35:51,0:10:18,NA,NA,3.43,12.1
2023-06-23,2023-06-23_AD_WTA-1,2023-06-23_AD_WTA_Clean.xlsx,KN,2009-01-01,sub,AD,WTA,11:42:44,11:51:09,0:08:25,NA,NA,3.43,14.5
2023-06-23,2023-06-23_AD_WTA-2,2023-06-23_AD_WTA_Clean.xlsx,CG,2011-05-24,sub,AD,WTA,11:52:12,12:02:46,0:10:34,11:52:15,NA,3.43,12.1
2023-06-23,2023-06-23_AD_WTA-2,2023-06-23_AD_WTA_Clean.xlsx,CG,2011-05-24,sub,AD,WTA,11:52:12,12:02:46,0:10:34,11:56:40,NA,3.43,12.1
2023-06-23,2023-06-23_AD_WTA-3,2023-06-23_AD_WTA_Clean.xlsx,BD,2010-08-20,alpha,AD,WTA,12:06:58,12:17:39,0:10:41,12:10:14,UW,3.43,12.8
2023-06-23,2023-06-23_AD_WTA-3,2023-06-23_AD_WTA_Clean.xlsx,BD,2010-08-20,alpha,AD,WTA,12:06:58,12:17:39,0:10:41,12:09:13,NA,3.43,12.8
2023-06-23,2023-06-23_AD_WTA-3,2023-06-23_AD_WTA_Clean.xlsx,BD,2010-08-20,alpha,AD,WTA,12:06:58,12:17:39,0:10:41,12:16:10,NA,3.43,12.8
2023-06-23,2023-06-23_AD_WTA-4,2023-06-23_AD_WTA_Clean.xlsx,WE,2013-11-01,sub,AD,WTA,12:26:41,12:36:57,0:10:16,12:32:48,NA,3.43,9.6
2023-06-23,2023-06-23_AD_WTA-4,2023-06-23_AD_WTA_Clean.xlsx,WE,2013-11-01,sub,AD,WTA,12:26:41,12:36:57,0:10:16,12:32:57,NA,3.43,9.6
2023-06-23,2023-06-23_AD_WTA-6,2023-06-23_AD_WTA_Clean.xlsx,KN,2009-01-01,sub,AD,WTA,14:16:27,14:26:49,0:10:22,14:16:28,NA,3.43,14.5
2023-06-23,2023-06-23_AD_WTA-7,2023-06-23_AD_WTA_Clean.xlsx,BD,2010-08-20,alpha,AD,WTA,14:34:04,14:44:50,0:10:46,14:35:24,UW,3.43,12.8
2023-06-23,2023-06-23_AD_WTA-8,2023-06-23_AD_WTA_Clean.xlsx,WE,2013-11-01,sub,AD,WTA,15:06:51,15:16:44,0:09:53,15:08:31,NA,3.43,9.6
2023-06-23,2023-06-23_AD_WTA-9,2023-06-23_AD_WTA_Clean.xlsx,CG,2011-05-24,sub,AD,WTA,15:18:50,15:29:04,0:10:14,15:23:45,NA,3.43,12.1
2023-06-23,2023-06-23_AD_WTA-9,2023-06-23_AD_WTA_Clean.xlsx,CG,2011-05-24,sub,AD,WTA,15:18:50,15:29:04,0:10:14,15:23:51,NA,3.43,12.1
2023-06-23,2023-06-23_AD_WTA-9,2023-06-23_AD_WTA_Clean.xlsx,CG,2011-05-24,sub,AD,WTA,15:18:50,15:29:04,0:10:14,15:25:17,NA,3.43,12.1
2023-06-26,2023-06-26_GN_WTA-1,2023-06-26_GN_WTA_Clean.xlsx,EC,2009-01-01,sub,GN,WTA,6:22:34,6:32:50,0:10:16,NA,NA,3.61,14.5
2023-06-26,2023-06-26_GN_WTA-10,2023-06-26_GN_WTA_Clean.xlsx,DD,2008-01-01,alpha,GN,WTA,9:22:08,9:32:25,0:10:17,9:23:40,NA,3.61,15.5
2023-06-26,2023-06-26_GN_WTA-10,2023-06-26_GN_WTA_Clean.xlsx,DD,2008-01-01,alpha,GN,WTA,9:22:08,9:32:25,0:10:17,9:22:10,NA,3.61,15.5
2023-06-26,2023-06-26_GN_WTA-2,2023-06-26_GN_WTA_Clean.xlsx,TD,2012-10-23,sub,GN,WTA,6:35:38,6:46:00,0:10:22,6:41:24,NA,3.61,10.7
2023-06-26,2023-06-26_GN_WTA-3,2023-06-26_GN_WTA_Clean.xlsx,DD,2008-01-01,alpha,GN,WTA,6:54:50,7:05:13,0:10:23,6:58:05,NA,3.61,15.5
2023-06-26,2023-06-26_GN_WTA-3,2023-06-26_GN_WTA_Clean.xlsx,DD,2008-01-01,alpha,GN,WTA,6:54:50,7:05:13,0:10:23,6:56:57,NA,3.61,15.5
2023-06-26,2023-06-26_GN_WTA-3,2023-06-26_GN_WTA_Clean.xlsx,DD,2008-01-01,alpha,GN,WTA,6:54:50,7:05:13,0:10:23,7:02:02,NA,3.61,15.5
2023-06-26,2023-06-26_GN_WTA-3,2023-06-26_GN_WTA_Clean.xlsx,DD,2008-01-01,alpha,GN,WTA,6:54:50,7:05:13,0:10:23,7:04:37,NA,3.61,15.5
2023-06-26,2023-06-26_GN_WTA-3,2023-06-26_GN_WTA_Clean.xlsx,DD,2008-01-01,alpha,GN,WTA,6:54:50,7:05:13,0:10:23,6:54:51,NA,3.61,15.5
2023-06-26,2023-06-26_GN_WTA-4,2023-06-26_GN_WTA_Clean.xlsx,TD,2012-10-23,sub,GN,WTA,7:11:07,7:21:22,0:10:15,7:13:13,NA,3.61,10.7
2023-06-26,2023-06-26_GN_WTA-4,2023-06-26_GN_WTA_Clean.xlsx,TD,2012-10-23,sub,GN,WTA,7:11:07,7:21:22,0:10:15,7:16:32,NA,3.61,10.7
2023-06-26,2023-06-26_GN_WTA-4,2023-06-26_GN_WTA_Clean.xlsx,TD,2012-10-23,sub,GN,WTA,7:11:07,7:21:22,0:10:15,7:16:40,NA,3.61,10.7
2023-06-26,2023-06-26_GN_WTA-5,2023-06-26_GN_WTA_Clean.xlsx,DD,2008-01-01,alpha,GN,WTA,7:22:02,7:32:10,0:10:08,7:30:54,NA,3.61,15.5
2023-06-26,2023-06-26_GN_WTA-6,2023-06-26_GN_WTA_Clean.xlsx,EC,2009-01-01,sub,GN,WTA,7:32:57,7:43:10,0:10:13,7:37:42,NA,3.61,14.5
2023-06-26,2023-06-26_GN_WTA-6,2023-06-26_GN_WTA_Clean.xlsx,EC,2009-01-01,sub,GN,WTA,7:32:57,7:43:10,0:10:13,7:35:27,NA,3.61,14.5
2023-06-26,2023-06-26_GN_WTA-7,2023-06-26_GN_WTA_Clean.xlsx,DD,2008-01-01,alpha,GN,WTA,7:55:44,8:06:04,0:10:20,NA,NA,3.61,15.5
2023-06-26,2023-06-26_GN_WTA-8,2023-06-26_GN_WTA_Clean.xlsx,EC,2009-01-01,sub,GN,WTA,8:17:26,8:27:45,0:10:19,8:22:25,NA,3.61,14.5
2023-06-26,2023-06-26_GN_WTA-9,2023-06-26_GN_WTA_Clean.xlsx,TD,2012-10-23,sub,GN,WTA,9:10:28,9:20:42,0:10:14,NA,NA,3.61,10.7
2023-06-28,2023-06-28_GN_CMS-2,2023-06-28_GN_CMS_Clean.xlsx,TD,2012-10-23,sub,GN,CMS,7:35:27,7:45:46,0:10:19,7:40:09,NA,3.37,10.7
2023-06-28,2023-06-28_GN_CMS-3,2023-06-28_GN_CMS_Clean.xlsx,DD,2008-01-01,alpha,GN,CMS,8:08:16,8:18:31,0:10:15,8:12:40,NA,3.37,15.5
2023-06-28,2023-06-28_GN_CMS-3,2023-06-28_GN_CMS_Clean.xlsx,DD,2008-01-01,alpha,GN,CMS,8:08:16,8:18:31,0:10:15,8:16:55,NA,3.37,15.5
2023-06-28,2023-06-28_GN_CMS-4,2023-06-28_GN_CMS_Clean.xlsx,EC,2009-01-01,sub,GN,CMS,8:31:27,8:41:45,0:10:18,8:34:32,NA,3.37,14.5
