Date,Focal_uniqueID,Filename,Male,DOB,Rank,Group,Observer,Focal_duration,UW_behav,Seasonality,Age
2023-07-28,2023-07-28_GN_WTA-4,2023-07-28_GN_WTA_Clean.xlsx,DD,2008-01-01,alpha,GN,WTA,0:10:12,NA,1.18,15.6
2023-07-28,2023-07-28_GN_WTA-5,2023-07-28_GN_WTA_Clean.xlsx,TD,2012-10-23,sub,GN,WTA,0:10:10,NA,1.18,10.8
2023-07-28,2023-07-28_GN_WTA-5,2023-07-28_GN_WTA_Clean.xlsx,TD,2012-10-23,sub,GN,WTA,0:10:10,UW,1.18,10.8
2023-07-28,2023-07-28_GN_WTA-6,2023-07-28_GN_WTA_Clean.xlsx,DD,2008-01-01,alpha,GN,WTA,0:10:23,NA,1.18,15.6
2023-08-04,2023-08-04_AD_CMS-1,2023-08-04_AD_CMS_Clean.xlsx,BD,2010-08-20,alpha,AD,CMS,0:10:46,NA,0.13,13
2023-08-04,2023-08-04_AD_CMS-10,2023-08-04_AD_CMS_Clean.xlsx,WE,2013-11-01,sub,AD,CMS,0:10:29,NA,0.13,9.8
2023-08-04,2023-08-04_AD_CMS-11,2023-08-04_AD_CMS_Clean.xlsx,CG,2011-05-24,sub,AD,CMS,0:10:13,NA,0.13,12.2
2023-08-04,2023-08-04_AD_CMS-12,2023-08-04_AD_CMS_Clean.xlsx,KN,2009-01-01,sub,AD,CMS,0:10:17,NA,0.13,14.6
2023-08-04,2023-08-04_AD_CMS-13,2023-08-04_AD_CMS_Clean.xlsx,BD,2010-08-20,alpha,AD,CMS,0:08:18,NA,0.13,13
2023-08-04,2023-08-04_AD_CMS-14,2023-08-04_AD_CMS_Clean.xlsx,WE,2013-11-01,sub,AD,CMS,0:10:23,NA,0.13,9.8
2023-08-04,2023-08-04_AD_CMS-15,2023-08-04_AD_CMS_Clean.xlsx,KN,2009-01-01,sub,AD,CMS,0:10:19,NA,0.13,14.6
2023-08-04,2023-08-04_AD_CMS-16,2023-08-04_AD_CMS_Clean.xlsx,CG,2011-05-24,sub,AD,CMS,0:10:14,NA,0.13,12.2
2023-08-04,2023-08-04_AD_CMS-2,2023-08-04_AD_CMS_Clean.xlsx,KN,2009-01-01,sub,AD,CMS,0:10:18,NA,0.13,14.6
2023-08-04,2023-08-04_AD_CMS-3,2023-08-04_AD_CMS_Clean.xlsx,WE,2013-11-01,sub,AD,CMS,0:10:17,NA,0.13,9.8
2023-08-04,2023-08-04_AD_CMS-4,2023-08-04_AD_CMS_Clean.xlsx,CG,2011-05-24,sub,AD,CMS,0:10:17,NA,0.13,12.2
2023-08-04,2023-08-04_AD_CMS-5,2023-08-04_AD_CMS_Clean.xlsx,BD,2010-08-20,alpha,AD,CMS,0:10:17,UW,0.13,13
2023-08-04,2023-08-04_AD_CMS-6,2023-08-04_AD_CMS_Clean.xlsx,KN,2009-01-01,sub,AD,CMS,0:10:04,NA,0.13,14.6
2023-08-04,2023-08-04_AD_CMS-7,2023-08-04_AD_CMS_Clean.xlsx,CG,2011-05-24,sub,AD,CMS,0:10:20,NA,0.13,12.2
2023-08-04,2023-08-04_AD_CMS-8,2023-08-04_AD_CMS_Clean.xlsx,WE,2013-11-01,sub,AD,CMS,0:10:21,NA,0.13,9.8
2023-08-04,2023-08-04_AD_CMS-9,2023-08-04_AD_CMS_Clean.xlsx,BD,2010-08-20,alpha,AD,CMS,0:10:33,NA,0.13,13
2023-08-09,2023-08-09_GN_SRM-1,2023-08-09_GN_SRM_Clean.xlsx,EC,2009-01-01,sub,GN,SRM,0:10:28,NA,0.33,14.6
2023-08-09,2023-08-09_GN_SRM-2,2023-08-09_GN_SRM_Clean.xlsx,DD,2008-01-01,alpha,GN,SRM,0:10:27,NA,0.33,15.6
2023-08-09,2023-08-09_GN_SRM-3,2023-08-09_GN_SRM_Clean.xlsx,TD,2012-10-23,sub,GN,SRM,0:07:56,NA,0.33,10.8
2023-08-09,2023-08-09_GN_SRM-4,2023-08-09_GN_SRM_Clean.xlsx,DD,2008-01-01,alpha,GN,SRM,0:10:23,NA,0.33,15.6
2023-08-09,2023-08-09_GN_SRM-5,2023-08-09_GN_SRM_Clean.xlsx,EC,2009-01-01,sub,GN,SRM,0:10:10,NA,0.33,14.6
2023-08-09,2023-08-09_GN_SRM-6,2023-08-09_GN_SRM_Clean.xlsx,TD,2012-10-23,sub,GN,SRM,0:10:22,NA,0.33,10.8
2023-08-09,2023-08-09_GN_WTA-1,2023-08-09_GN_WTA_Clean.xlsx,DD,2008-01-01,alpha,GN,WTA,0:10:44,NA,0.33,15.6
2023-08-09,2023-08-09_GN_WTA-2,2023-08-09_GN_WTA_Clean.xlsx,EC,2009-01-01,sub,GN,WTA,0:10:03,NA,0.33,14.6
2023-08-09,2023-08-09_GN_WTA-3,2023-08-09_GN_WTA_Clean.xlsx,DD,2008-01-01,alpha,GN,WTA,0:10:09,NA,0.33,15.6
2023-08-09,2023-08-09_GN_WTA-4,2023-08-09_GN_WTA_Clean.xlsx,TD,2012-10-23,sub,GN,WTA,0:10:28,NA,0.33,10.8
2023-08-09,2023-08-09_GN_WTA-5,2023-08-09_GN_WTA_Clean.xlsx,EC,2009-01-01,sub,GN,WTA,0:10:15,NA,0.33,14.6
2023-08-09,2023-08-09_GN_WTA-6,2023-08-09_GN_WTA_Clean.xlsx,TD,2012-10-23,sub,GN,WTA,0:10:09,NA,0.33,10.8
2023-08-09,2023-08-09_GN_WTA-7,2023-08-09_GN_WTA_Clean.xlsx,DD,2008-01-01,alpha,GN,WTA,0:09:37,NA,0.33,15.6
2023-08-09,2023-08-09_GN_WTA-8,2023-08-09_GN_WTA_Clean.xlsx,EC,2009-01-01,sub,GN,WTA,0:10:28,NA,0.33,14.6
2023-08-11,2023-08-11_BC_WTA-1,2023-08-11_BC_WTA_Clean.xlsx,ES,2013-03-15,alpha,BC,WTA,0:10:19,NA,0.33,10.4
2023-08-11,2023-08-11_BC_WTA-1,2023-08-11_BC_WTA_Clean.xlsx,ES,2013-03-15,alpha,BC,WTA,0:10:19,UW,0.33,10.4
2023-08-11,2023-08-11_BC_WTA-2,2023-08-11_BC_WTA_Clean.xlsx,ES,2013-03-15,alpha,BC,WTA,0:10:11,NA,0.33,10.4
2023-08-11,2023-08-11_BC_WTA-3,2023-08-11_BC_WTA_Clean.xlsx,ES,2013-03-15,alpha,BC,WTA,0:10:10,NA,0.33,10.4
2023-08-11,2023-08-11_BC_WTA-4,2023-08-11_BC_WTA_Clean.xlsx,ES,2013-03-15,alpha,BC,WTA,0:10:12,NA,0.33,10.4
2023-08-11,2023-08-11_BC_WTA-6,2023-08-11_BC_WTA_Clean.xlsx,ES,2013-03-15,alpha,BC,WTA,0:10:16,NA,0.33,10.4
2023-08-17,2023-08-17_AD_SRM-1,2023-08-17_AD_SRM_Clean.xlsx,WE,2013-11-01,sub,AD,SRM,0:11:10,NA,1.61,9.8
2023-08-17,2023-08-17_AD_SRM-2,2023-08-17_AD_SRM_Clean.xlsx,BD,2010-08-20,alpha,AD,SRM,0:10:29,NA,1.61,13
2023-08-17,2023-08-17_AD_SRM-2,2023-08-17_AD_SRM_Clean.xlsx,BD,2010-08-20,alpha,AD,SRM,0:10:29,UW,1.61,13
2023-08-17,2023-08-17_AD_SRM-3,2023-08-17_AD_SRM_Clean.xlsx,KN,2009-01-01,sub,AD,SRM,0:10:31,NA,1.61,14.6
2023-08-17,2023-08-17_AD_SRM-4,2023-08-17_AD_SRM_Clean.xlsx,CG,2011-05-24,sub,AD,SRM,0:10:29,NA,1.61,12.2
2023-08-17,2023-08-17_AD_WTA-1,2023-08-17_AD_WTA_Clean.xlsx,KN,2009-01-01,sub,AD,WTA,0:10:21,NA,1.61,14.6
2023-08-17,2023-08-17_AD_WTA-2,2023-08-17_AD_WTA_Clean.xlsx,CG,2011-05-24,sub,AD,WTA,0:10:12,NA,1.61,12.2
2023-08-17,2023-08-17_AD_WTA-3,2023-08-17_AD_WTA_Clean.xlsx,WE,2013-11-01,sub,AD,WTA,0:10:17,NA,1.61,9.8
2023-08-17,2023-08-17_AD_WTA-4,2023-08-17_AD_WTA_Clean.xlsx,BD,2010-08-20,alpha,AD,WTA,0:10:06,NA,1.61,13
2023-08-17,2023-08-17_AD_WTA-4,2023-08-17_AD_WTA_Clean.xlsx,BD,2010-08-20,alpha,AD,WTA,0:10:06,UW,1.61,13
2023-08-17,2023-08-17_AD_WTA-4,2023-08-17_AD_WTA_Clean.xlsx,BD,2010-08-20,alpha,AD,WTA,0:10:06,UW,1.61,13
2023-08-17,2023-08-17_AD_WTA-5,2023-08-17_AD_WTA_Clean.xlsx,KN,2009-01-01,sub,AD,WTA,0:10:03,NA,1.61,14.6
2023-08-17,2023-08-17_AD_WTA-6,2023-08-17_AD_WTA_Clean.xlsx,CG,2011-05-24,sub,AD,WTA,0:10:18,NA,1.61,12.2
2023-08-17,2023-08-17_AD_WTA-7,2023-08-17_AD_WTA_Clean.xlsx,WE,2013-11-01,sub,AD,WTA,0:10:10,NA,1.61,9.8
2023-08-17,2023-08-17_AD_WTA-8,2023-08-17_AD_WTA_Clean.xlsx,BD,2010-08-20,alpha,AD,WTA,0:10:19,NA,1.61,13
2023-08-23,2023-08-23_GN_SRM-1,2023-08-23_GN_SRM_Clean.xlsx,DD,2008-01-01,alpha,GN,SRM,0:10:21,NA,2.06,15.6
2023-08-23,2023-08-23_GN_SRM-2,2023-08-23_GN_SRM_Clean.xlsx,EC,2009-01-01,sub,GN,SRM,0:10:32,NA,2.06,14.6
2023-08-23,2023-08-23_GN_SRM-3,2023-08-23_GN_SRM_Clean.xlsx,TD,2012-10-23,sub,GN,SRM,0:10:36,NA,2.06,10.8
2023-08-23,2023-08-23_GN_SRM-4,2023-08-23_GN_SRM_Clean.xlsx,TD,2012-10-23,sub,GN,SRM,0:10:35,NA,2.06,10.8
2023-08-23,2023-08-23_GN_SRM-5,2023-08-23_GN_SRM_Clean.xlsx,DD,2008-01-01,alpha,GN,SRM,0:10:32,UW,2.06,15.6
2023-08-23,2023-08-23_GN_SRM-6,2023-08-23_GN_SRM_Clean.xlsx,EC,2009-01-01,sub,GN,SRM,0:10:34,NA,2.06,14.6
2023-08-23,2023-08-23_GN_SRM-7,2023-08-23_GN_SRM_Clean.xlsx,DD,2008-01-01,alpha,GN,SRM,0:10:36,NA,2.06,15.6
2023-08-23,2023-08-23_GN_SRM-8,2023-08-23_GN_SRM_Clean.xlsx,TD,2012-10-23,sub,GN,SRM,0:10:22,NA,2.06,10.8
2023-08-23,2023-08-23_GN_SRM-9,2023-08-23_GN_SRM_Clean.xlsx,EC,2009-01-01,sub,GN,SRM,0:10:28,NA,2.06,14.6
2023-08-23,2023-08-23_GN_WTA-1,2023-08-23_GN_WTA_Clean.xlsx,EC,2009-01-01,sub,GN,WTA,0:10:42,NA,2.06,14.6
2023-08-23,2023-08-23_GN_WTA-2,2023-08-23_GN_WTA_Clean.xlsx,TD,2012-10-23,sub,GN,WTA,0:10:34,NA,2.06,10.8
2023-08-23,2023-08-23_GN_WTA-3,2023-08-23_GN_WTA_Clean.xlsx,DD,2008-01-01,alpha,GN,WTA,0:11:00,NA,2.06,15.6
2023-08-23,2023-08-23_GN_WTA-4,2023-08-23_GN_WTA_Clean.xlsx,TD,2012-10-23,sub,GN,WTA,0:10:13,NA,2.06,10.8
2023-08-23,2023-08-23_GN_WTA-5,2023-08-23_GN_WTA_Clean.xlsx,DD,2008-01-01,alpha,GN,WTA,0:10:19,NA,2.06,15.6
2023-08-23,2023-08-23_GN_WTA-6,2023-08-23_GN_WTA_Clean.xlsx,EC,2009-01-01,sub,GN,WTA,0:10:49,NA,2.06,14.6
2023-08-30,2023-08-30_AD_MFP-1,2023-08-30_AD_MFP_Clean.xlsx,BD,2010-08-20,alpha,AD,MFP,0:10:17,NA,6.31,13
2023-08-30,2023-08-30_AD_MFP-2,2023-08-30_AD_MFP_Clean.xlsx,WE,2013-11-01,sub,AD,MFP,0:10:20,NA,6.31,9.8
2023-08-30,2023-08-30_AD_MFP-3,2023-08-30_AD_MFP_Clean.xlsx,CG,2011-05-24,sub,AD,MFP,0:10:17,NA,6.31,12.3
2023-08-30,2023-08-30_AD_MFP-4,2023-08-30_AD_MFP_Clean.xlsx,KN,2009-01-01,sub,AD,MFP,0:10:30,NA,6.31,14.7
2023-08-30,2023-08-30_AD_MFP-5,2023-08-30_AD_MFP_Clean.xlsx,BD,2010-08-20,alpha,AD,MFP,0:10:55,NA,6.31,13
2023-08-30,2023-08-30_AD_MFP-6,2023-08-30_AD_MFP_Clean.xlsx,WE,2013-11-01,sub,AD,MFP,0:10:28,NA,6.31,9.8
2023-08-30,2023-08-30_AD_MFP-7,2023-08-30_AD_MFP_Clean.xlsx,KN,2009-01-01,sub,AD,MFP,0:10:12,NA,6.31,14.7
2023-08-30,2023-08-30_AD_WTA-1,2023-08-30_AD_WTA_Clean.xlsx,BD,2010-08-20,alpha,AD,WTA,0:10:59,NA,6.31,13
2023-08-30,2023-08-30_AD_WTA-2,2023-08-30_AD_WTA_Clean.xlsx,WE,2013-11-01,sub,AD,WTA,0:10:44,NA,6.31,9.8
2023-08-30,2023-08-30_AD_WTA-3,2023-08-30_AD_WTA_Clean.xlsx,KN,2009-01-01,sub,AD,WTA,0:06:07,NA,6.31,14.7
2023-08-30,2023-08-30_AD_WTA-4,2023-08-30_AD_WTA_Clean.xlsx,CG,2011-05-24,sub,AD,WTA,0:10:20,NA,6.31,12.3
2023-08-30,2023-08-30_AD_WTA-5,2023-08-30_AD_WTA_Clean.xlsx,KN,2009-01-01,sub,AD,WTA,0:10:26,NA,6.31,14.7
2023-09-01,2023-09-01_AD_RSB-1,2023-09-01_AD_RSB_Clean.xlsx,CG,2011-05-24,sub,AD,RSB,0:10:16,NA,6.31,12.3
2023-09-01,2023-09-01_AD_RSB-2,2023-09-01_AD_RSB_Clean.xlsx,BD,2010-08-20,alpha,AD,RSB,0:10:06,NA,6.31,13
2023-09-01,2023-09-01_AD_RSB-3,2023-09-01_AD_RSB_Clean.xlsx,KN,2009-01-01,sub,AD,RSB,0:10:17,NA,6.31,14.7
2023-09-01,2023-09-01_AD_RSB-4,2023-09-01_AD_RSB_Clean.xlsx,CG,2011-05-24,sub,AD,RSB,0:10:07,NA,6.31,12.3
2023-09-01,2023-09-01_AD_RSB-5,2023-09-01_AD_RSB_Clean.xlsx,WE,2013-11-01,sub,AD,RSB,0:09:59,NA,6.31,9.8
2023-09-01,2023-09-01_AD_RSB-6,2023-09-01_AD_RSB_Clean.xlsx,BD,2010-08-20,alpha,AD,RSB,0:10:19,NA,6.31,13
2023-09-01,2023-09-01_AD_RSB-7,2023-09-01_AD_RSB_Clean.xlsx,CG,2011-05-24,sub,AD,RSB,0:10:26,NA,6.31,12.3
2023-09-01,2023-09-01_AD_RSB-8,2023-09-01_AD_RSB_Clean.xlsx,KN,2009-01-01,sub,AD,RSB,0:10:20,NA,6.31,14.7
2023-09-01,2023-09-01_AD_RSB-8,2023-09-01_AD_RSB_Clean.xlsx,KN,2009-01-01,sub,AD,RSB,0:10:20,UW,6.31,14.7
2023-09-01,2023-09-01_AD_RSB-9,2023-09-01_AD_RSB_Clean.xlsx,WE,2013-11-01,sub,AD,RSB,0:10:08,NA,6.31,9.8
2023-09-06,2023-09-06_GN_MFP-1,2023-09-06_GN_MFP_Clean.xlsx,EC,2009-01-01,sub,GN,MFP,0:10:17,NA,7.12,14.7
2023-09-06,2023-09-06_GN_MFP-2,2023-09-06_GN_MFP_Clean.xlsx,DD,2008-01-01,alpha,GN,MFP,0:10:15,NA,7.12,15.7
2023-09-06,2023-09-06_GN_MFP-3,2023-09-06_GN_MFP_Clean.xlsx,EC,2009-01-01,sub,GN,MFP,0:10:43,NA,7.12,14.7
2023-09-06,2023-09-06_GN_MFP-4,2023-09-06_GN_MFP_Clean.xlsx,DD,2008-01-01,alpha,GN,MFP,0:10:14,NA,7.12,15.7
2023-09-06,2023-09-06_GN_MFP-5,2023-09-06_GN_MFP_Clean.xlsx,EC,2009-01-01,sub,GN,MFP,0:10:43,NA,7.12,14.7
2023-09-06,2023-09-06_GN_MFP-6,2023-09-06_GN_MFP_Clean.xlsx,DD,2008-01-01,alpha,GN,MFP,0:10:24,NA,7.12,15.7
2023-09-06,2023-09-06_GN_MFP-6,2023-09-06_GN_MFP_Clean.xlsx,DD,2008-01-01,alpha,GN,MFP,0:10:24,UW,7.12,15.7
2023-09-06,2023-09-06_GN_MFP-7,2023-09-06_GN_MFP_Clean.xlsx,TD,2012-10-23,sub,GN,MFP,0:10:26,NA,7.12,10.9
2023-09-06,2023-09-06_GN_MFP-8,2023-09-06_GN_MFP_Clean.xlsx,TD,2012-10-23,sub,GN,MFP,0:10:31,NA,7.12,10.9
2023-09-06,2023-09-06_GN_MFP-9,2023-09-06_GN_MFP_Clean.xlsx,TD,2012-10-23,sub,GN,MFP,0:10:16,NA,7.12,10.9
2023-09-06,2023-09-06_GN_SRM-1,2023-09-06_GN_SRM_Clean.xlsx,EC,2009-01-01,sub,GN,SRM,0:10:55,NA,7.12,14.7
2023-09-06,2023-09-06_GN_SRM-2,2023-09-06_GN_SRM_Clean.xlsx,DD,2008-01-01,alpha,GN,SRM,0:10:32,NA,7.12,15.7
2023-09-06,2023-09-06_GN_SRM-3,2023-09-06_GN_SRM_Clean.xlsx,EC,2009-01-01,sub,GN,SRM,0:11:07,NA,7.12,14.7
2023-09-06,2023-09-06_GN_SRM-4,2023-09-06_GN_SRM_Clean.xlsx,DD,2008-01-01,alpha,GN,SRM,0:10:24,NA,7.12,15.7
2023-09-06,2023-09-06_GN_SRM-5,2023-09-06_GN_SRM_Clean.xlsx,TD,2012-10-23,sub,GN,SRM,0:10:32,NA,7.12,10.9
2023-09-06,2023-09-06_GN_SRM-6,2023-09-06_GN_SRM_Clean.xlsx,TD,2012-10-23,sub,GN,SRM,0:10:28,NA,7.12,10.9
2023-09-08,2023-09-08_BC_RSB-1,2023-09-08_BC_RSB_Clean.xlsx,ES,2013-03-15,alpha,BC,RSB,0:10:24,NA,6.9,10.5
2023-09-08,2023-09-08_BC_RSB-2,2023-09-08_BC_RSB_Clean.xlsx,ES,2013-03-15,alpha,BC,RSB,0:10:16,NA,6.9,10.5
2023-09-08,2023-09-08_BC_RSB-3,2023-09-08_BC_RSB_Clean.xlsx,ES,2013-03-15,alpha,BC,RSB,0:10:15,NA,6.9,10.5
2023-09-08,2023-09-08_BC_RSB-4,2023-09-08_BC_RSB_Clean.xlsx,ES,2013-03-15,alpha,BC,RSB,0:11:14,NA,6.9,10.5
2023-09-08,2023-09-08_BC_RSB-5,2023-09-08_BC_RSB_Clean.xlsx,ES,2013-03-15,alpha,BC,RSB,0:10:35,NA,6.9,10.5
2023-09-08,2023-09-08_BC_SRM-1,2023-09-08_BC_SRM_Clean.xlsx,ES,2013-03-15,alpha,BC,SRM,0:10:31,NA,6.9,10.5
2023-09-08,2023-09-08_BC_SRM-2,2023-09-08_BC_SRM_Clean.xlsx,ES,2013-03-15,alpha,BC,SRM,0:11:37,NA,6.9,10.5
2023-09-08,2023-09-08_BC_SRM-3,2023-09-08_BC_SRM_Clean.xlsx,ES,2013-03-15,alpha,BC,SRM,0:10:27,NA,6.9,10.5
2023-09-08,2023-09-08_BC_SRM-4,2023-09-08_BC_SRM_Clean.xlsx,ES,2013-03-15,alpha,BC,SRM,0:10:27,NA,6.9,10.5
2023-09-08,2023-09-08_BC_SRM-5,2023-09-08_BC_SRM_Clean.xlsx,ES,2013-03-15,alpha,BC,SRM,0:10:24,NA,6.9,10.5
2023-09-14,2023-09-14_AD_RSB-1,2023-09-14_AD_RSB_Clean.xlsx,KN,2009-01-01,sub,AD,RSB,0:10:06,NA,6.05,14.7
2023-09-14,2023-09-14_AD_RSB-2,2023-09-14_AD_RSB_Clean.xlsx,WE,2013-11-01,sub,AD,RSB,0:10:18,NA,6.05,9.9
2023-09-14,2023-09-14_AD_RSB-3,2023-09-14_AD_RSB_Clean.xlsx,BD,2010-08-20,alpha,AD,RSB,0:10:28,NA,6.05,13.1
2023-09-14,2023-09-14_AD_RSB-4,2023-09-14_AD_RSB_Clean.xlsx,CG,2011-05-24,sub,AD,RSB,0:10:18,NA,6.05,12.3
2023-09-14,2023-09-14_AD_RSB-5,2023-09-14_AD_RSB_Clean.xlsx,BD,2010-08-20,alpha,AD,RSB,0:10:08,UW,6.05,13.1
2023-09-14,2023-09-14_AD_RSB-6,2023-09-14_AD_RSB_Clean.xlsx,WE,2013-11-01,sub,AD,RSB,0:10:29,NA,6.05,9.9
2023-09-14,2023-09-14_AD_RSB-7,2023-09-14_AD_RSB_Clean.xlsx,KN,2009-01-01,sub,AD,RSB,0:10:12,NA,6.05,14.7
2023-09-14,2023-09-14_AD_RSB-8,2023-09-14_AD_RSB_Clean.xlsx,CG,2011-05-24,sub,AD,RSB,0:11:06,NA,6.05,12.3
2023-09-14,2023-09-14_AD_SRM-1,2023-09-14_AD_SRM_Clean.xlsx,KN,2009-01-01,sub,AD,SRM,0:10:23,NA,6.05,14.7
2023-09-14,2023-09-14_AD_SRM-2,2023-09-14_AD_SRM_Clean.xlsx,WE,2013-11-01,sub,AD,SRM,0:10:25,NA,6.05,9.9
2023-09-14,2023-09-14_AD_SRM-3,2023-09-14_AD_SRM_Clean.xlsx,BD,2010-08-20,alpha,AD,SRM,0:10:27,NA,6.05,13.1
2023-09-14,2023-09-14_AD_SRM-4,2023-09-14_AD_SRM_Clean.xlsx,CG,2011-05-24,sub,AD,SRM,0:10:17,NA,6.05,12.3
2023-09-14,2023-09-14_AD_SRM-5,2023-09-14_AD_SRM_Clean.xlsx,KN,2009-01-01,sub,AD,SRM,0:11:40,NA,6.05,14.7
2023-09-14,2023-09-14_AD_SRM-6,2023-09-14_AD_SRM_Clean.xlsx,BD,2010-08-20,alpha,AD,SRM,0:10:34,NA,6.05,13.1
2023-09-14,2023-09-14_AD_SRM-7,2023-09-14_AD_SRM_Clean.xlsx,WE,2013-11-01,sub,AD,SRM,0:10:39,NA,6.05,9.9
2023-09-14,2023-09-14_AD_SRM-8,2023-09-14_AD_SRM_Clean.xlsx,CG,2011-05-24,sub,AD,SRM,0:10:51,NA,6.05,12.3
2023-09-28,2023-09-28_BC_WTA-1,2023-09-28_BC_WTA_Clean.xlsx,ES,2013-03-15,alpha,BC,WTA,0:10:17,NA,2.29,10.5
2023-09-28,2023-09-28_BC_WTA-2,2023-09-28_BC_WTA_Clean.xlsx,ES,2013-03-15,alpha,BC,WTA,0:10:13,NA,2.29,10.5
2023-09-28,2023-09-28_BC_WTA-2,2023-09-28_BC_WTA_Clean.xlsx,ES,2013-03-15,alpha,BC,WTA,0:10:13,UW,2.29,10.5
2023-09-28,2023-09-28_BC_WTA-3,2023-09-28_BC_WTA_Clean.xlsx,ES,2013-03-15,alpha,BC,WTA,0:10:26,NA,2.29,10.5
2023-09-28,2023-09-28_BC_WTA-4,2023-09-28_BC_WTA_Clean.xlsx,ES,2013-03-15,alpha,BC,WTA,0:10:11,NA,2.29,10.5
2023-09-28,2023-09-28_BC_WTA-4,2023-09-28_BC_WTA_Clean.xlsx,ES,2013-03-15,alpha,BC,WTA,0:10:11,UW,2.29,10.5
2023-09-28,2023-09-28_BC_WTA-5,2023-09-28_BC_WTA_Clean.xlsx,ES,2013-03-15,alpha,BC,WTA,0:10:07,NA,2.29,10.5
2023-10-12,2023-10-12_BC_MFP-1,2023-10-12_BC_MFP_Clean.xlsx,ES,2013-03-15,alpha,BC,MFP,0:10:25,NA,6.28,10.6
2023-10-12,2023-10-12_BC_MFP-2,2023-10-12_BC_MFP_Clean.xlsx,ES,2013-03-15,alpha,BC,MFP,0:10:46,NA,6.28,10.6
2023-10-12,2023-10-12_BC_SRM-2,2023-10-12_BC_SRM_Clean.xlsx,ES,2013-03-15,alpha,BC,SRM,0:10:26,NA,6.28,10.6
2023-10-12,2023-10-12_BC_SRM-3,2023-10-12_BC_SRM_Clean.xlsx,ES,2013-03-15,alpha,BC,SRM,0:10:30,NA,6.28,10.6
2023-10-12,2023-10-12_BC_SRM-4,2023-10-12_BC_SRM_Clean.xlsx,ES,2013-03-15,alpha,BC,SRM,0:10:19,NA,6.28,10.6
2023-10-16,2023-10-16_LV_WTA-2,2023-10-16_LV_WTA_Clean.xlsx,HG,2007-04-12,sub,LV,WTA,0:10:33,NA,6.91,16.5
2023-10-16,2023-10-16_LV_WTA-4,2023-10-16_LV_WTA_Clean.xlsx,MC,2017-01-05,sub,LV,WTA,0:10:20,NA,6.91,6.8
2023-10-16,2023-10-16_LV_WTA-5,2023-10-16_LV_WTA_Clean.xlsx,BS,2017-02-28,sub,LV,WTA,0:10:18,NA,6.91,6.6
2023-10-16,2023-10-16_LV_WTA-7,2023-10-16_LV_WTA_Clean.xlsx,MC,2017-01-05,sub,LV,WTA,0:09:40,NA,6.91,6.8
2023-10-17,2023-10-17_LV_RSB-1,2023-10-17_LV_RSB_Clean.xlsx,MC,2017-01-05,sub,LV,RSB,0:10:19,NA,6.91,6.8
2023-10-17,2023-10-17_LV_RSB-2,2023-10-17_LV_RSB_Clean.xlsx,BS,2017-02-28,sub,LV,RSB,0:10:05,NA,6.91,6.6
2023-10-17,2023-10-17_LV_RSB-5,2023-10-17_LV_RSB_Clean.xlsx,HG,2007-04-12,sub,LV,RSB,0:10:17,NA,6.91,16.5
2023-10-17,2023-10-17_LV_RSB-6,2023-10-17_LV_RSB_Clean.xlsx,MC,2017-01-05,sub,LV,RSB,0:10:08,NA,6.91,6.8
2023-10-17,2023-10-17_LV_SRM-1,2023-10-17_LV_SRM_Clean.xlsx,HG,2007-04-12,sub,LV,SRM,0:10:28,NA,6.91,16.5
2023-10-17,2023-10-17_LV_SRM-2,2023-10-17_LV_SRM_Clean.xlsx,BS,2017-02-28,sub,LV,SRM,0:10:24,NA,6.91,6.6
2023-10-17,2023-10-17_LV_SRM-3,2023-10-17_LV_SRM_Clean.xlsx,MC,2017-01-05,sub,LV,SRM,0:12:21,NA,6.91,6.8
2023-10-17,2023-10-17_LV_SRM-4,2023-10-17_LV_SRM_Clean.xlsx,HG,2007-04-12,sub,LV,SRM,0:10:22,NA,6.91,16.5
2023-10-17,2023-10-17_LV_SRM-6,2023-10-17_LV_SRM_Clean.xlsx,BS,2017-02-28,sub,LV,SRM,0:10:38,NA,6.91,6.6
2023-10-25,2023-10-25_BC_RSB-1,2023-10-25_BC_RSB_Clean.xlsx,ES,2013-03-15,alpha,BC,RSB,0:10:20,NA,9.52,10.6
2023-10-25,2023-10-25_BC_RSB-1,2023-10-25_BC_RSB_Clean.xlsx,ES,2013-03-15,alpha,BC,RSB,0:10:20,UW,9.52,10.6
2023-10-25,2023-10-25_BC_RSB-2,2023-10-25_BC_RSB_Clean.xlsx,ES,2013-03-15,alpha,BC,RSB,0:10:35,NA,9.52,10.6
2023-10-25,2023-10-25_BC_RSB-3,2023-10-25_BC_RSB_Clean.xlsx,ES,2013-03-15,alpha,BC,RSB,0:10:15,NA,9.52,10.6
2023-10-25,2023-10-25_BC_RSB-4,2023-10-25_BC_RSB_Clean.xlsx,ES,2013-03-15,alpha,BC,RSB,0:10:21,NA,9.52,10.6
2023-10-25,2023-10-25_BC_RSB-5,2023-10-25_BC_RSB_Clean.xlsx,ES,2013-03-15,alpha,BC,RSB,0:10:24,NA,9.52,10.6
2023-10-26,2023-10-26_AD_SRM-1,2023-10-26_AD_SRM_Clean.xlsx,KN,2009-01-01,sub,AD,SRM,0:10:15,NA,9.24,14.8
2023-10-26,2023-10-26_AD_SRM-10,2023-10-26_AD_SRM_Clean.xlsx,KN,2009-01-01,sub,AD,SRM,0:10:22,NA,9.24,14.8
